Transform3D(0.743873, 0.616672, -0.217853, -0.563004, 0.434637, -0.697465, -0.33343, 0.641704, 0.682313, -0.133056, 0.665815, -0.568688)
Transform3D(0.744335, 0.616498, -0.216758, -0.562542, 0.436009, -0.696968, -0.333179, 0.640941, 0.683168, -0.133104, 0.665596, -0.568735)
Transform3D(0.744737, 0.616352, -0.215783, -0.562118, 0.437185, -0.696564, -0.332997, 0.64028, 0.683889, -0.133002, 0.665513, -0.56903)
Transform3D(0.744627, 0.616658, -0.215286, -0.562405, 0.438036, -0.695781, -0.332758, 0.639402, 0.684842, -0.133118, 0.665349, -0.569077)
Transform3D(0.744512, 0.617112, -0.214374, -0.562469, 0.438903, -0.69517, -0.332907, 0.638369, 0.685748, -0.133262, 0.665153, -0.569133)
Transform3D(0.744368, 0.617656, -0.213291, -0.56253, 0.439889, -0.694482, -0.333123, 0.637161, 0.686782, -0.133364, 0.664962, -0.56922)
Transform3D(0.74409, 0.618462, -0.211916, -0.562512, 0.440736, -0.693948, -0.333775, 0.635794, 0.687747, -0.133452, 0.664631, -0.569362)
Transform3D(0.743514, 0.619642, -0.210477, -0.562393, 0.440791, -0.694011, -0.335256, 0.634606, 0.688125, -0.133526, 0.66422, -0.569489)
Transform3D(0.742903, 0.620878, -0.208976, -0.562254, 0.440802, -0.694118, -0.336839, 0.633389, 0.688474, -0.133465, 0.664127, -0.569596)
Transform3D(0.742109, 0.621909, -0.208734, -0.56278, 0.440279, -0.694024, -0.337712, 0.632741, 0.688643, -0.133407, 0.66428, -0.569467)
Transform3D(0.74229, 0.621669, -0.208804, -0.562338, 0.439778, -0.694712, -0.338049, 0.633324, 0.687927, -0.133215, 0.66445, -0.569348)
Transform3D(0.742251, 0.621266, -0.210143, -0.56296, 0.439395, -0.694448, -0.337097, 0.633985, 0.687786, -0.133083, 0.664715, -0.569249)
Transform3D(0.742218, 0.620937, -0.211237, -0.563462, 0.439068, -0.694245, -0.33633, 0.634533, 0.687656, -0.132966, 0.665057, -0.569162)
Transform3D(0.742442, 0.620288, -0.212364, -0.563814, 0.439002, -0.693998, -0.335245, 0.635215, 0.687559, -0.132822, 0.665457, -0.56897)
Transform3D(0.742733, 0.619354, -0.214079, -0.564336, 0.438769, -0.693717, -0.333721, 0.636287, 0.68731, -0.132564, 0.665877, -0.568711)
Transform3D(0.743155, 0.617955, -0.216656, -0.56512, 0.438401, -0.693305, -0.331444, 0.637898, 0.686919, -0.132299, 0.666292, -0.568525)
Transform3D(0.744081, 0.615865, -0.219429, -0.565461, 0.438128, -0.693198, -0.328774, 0.640102, 0.686145, -0.13191, 0.66674, -0.568239)
Transform3D(0.745114, 0.613452, -0.222679, -0.565677, 0.437351, -0.693521, -0.326051, 0.642945, 0.684771, -0.131488, 0.667187, -0.567927)
Transform3D(0.746196, 0.610878, -0.226128, -0.565902, 0.436501, -0.69388, -0.323172, 0.645965, 0.683275, -0.131155, 0.667535, -0.567563)
Transform3D(0.746457, 0.60942, -0.229205, -0.566451, 0.43479, -0.694523, -0.321606, 0.648492, 0.681594, -0.13115, 0.667679, -0.567172)
Transform3D(0.746584, 0.608857, -0.230295, -0.566081, 0.433123, -0.695893, -0.321965, 0.650135, 0.679827, -0.13115, 0.667755, -0.566777)
Transform3D(0.746706, 0.60831, -0.231353, -0.56575, 0.431557, -0.697159, -0.322264, 0.651686, 0.678168, -0.130987, 0.667528, -0.56695)
Transform3D(0.74453, 0.610855, -0.231661, -0.56727, 0.429165, -0.697413, -0.324616, 0.650885, 0.677803, -0.130993, 0.667428, -0.567038)
Transform3D(0.742519, 0.613458, -0.23124, -0.568064, 0.426554, -0.698392, -0.327822, 0.650154, 0.676937, -0.131085, 0.667504, -0.567117)
Transform3D(0.74083, 0.615838, -0.230321, -0.568318, 0.424221, -0.699632, -0.331181, 0.649428, 0.675969, -0.131172, 0.667609, -0.567196)
Transform3D(0.739191, 0.618112, -0.229486, -0.568551, 0.421906, -0.70087, -0.334427, 0.648775, 0.674971, -0.131129, 0.667962, -0.56707)
Transform3D(0.738326, 0.619205, -0.22933, -0.568211, 0.419493, -0.702628, -0.336908, 0.649299, 0.673194, -0.13118, 0.668364, -0.566983)
Transform3D(0.739056, 0.61844, -0.229037, -0.566985, 0.419077, -0.703887, -0.337372, 0.650295, 0.671977, -0.131244, 0.668784, -0.566913)
Transform3D(0.739705, 0.617755, -0.228788, -0.565849, 0.418604, -0.705103, -0.337858, 0.65125, 0.670785, -0.131406, 0.669221, -0.566817)
Transform3D(0.740883, 0.616455, -0.228477, -0.564579, 0.419121, -0.705824, -0.337399, 0.652149, 0.670133, -0.131514, 0.669403, -0.566629)
Transform3D(0.742113, 0.615037, -0.228305, -0.563435, 0.419844, -0.706314, -0.336607, 0.653022, 0.669676, -0.131616, 0.66954, -0.566422)
Transform3D(0.743257, 0.613712, -0.228149, -0.562344, 0.420462, -0.706823, -0.33591, 0.653871, 0.669192, -0.131717, 0.669529, -0.566351)
Transform3D(0.743907, 0.613149, -0.227533, -0.561242, 0.420476, -0.707704, -0.33631, 0.654389, 0.66847, -0.131605, 0.669313, -0.566246)
Transform3D(0.743684, 0.61324, -0.228021, -0.560992, 0.418937, -0.708837, -0.33722, 0.65529, 0.667101, -0.131354, 0.669231, -0.566005)
Transform3D(0.742761, 0.613922, -0.229205, -0.561334, 0.416198, -0.71021, -0.338684, 0.656397, 0.665233, -0.131104, 0.669183, -0.565758)
Transform3D(0.74184, 0.614589, -0.230406, -0.561648, 0.413402, -0.711625, -0.340179, 0.657538, 0.663303, -0.13086, 0.669189, -0.565679)
Transform3D(0.73995, 0.616285, -0.23196, -0.563009, 0.410109, -0.712478, -0.342038, 0.658013, 0.661844, -0.130913, 0.669175, -0.565681)
Transform3D(0.738463, 0.617686, -0.23298, -0.564189, 0.407975, -0.71278, -0.343305, 0.658025, 0.66116, -0.131009, 0.66924, -0.565688)
Transform3D(0.737059, 0.618997, -0.233955, -0.56527, 0.405896, -0.713122, -0.344542, 0.658079, 0.660446, -0.131165, 0.669149, -0.566108)
Transform3D(0.735904, 0.620291, -0.234167, -0.566957, 0.40638, -0.711477, -0.34424, 0.65656, 0.662143, -0.131332, 0.669168, -0.566387)
Transform3D(0.735212, 0.621027, -0.23439, -0.568138, 0.406888, -0.710221, -0.34377, 0.655548, 0.663411, -0.131512, 0.669253, -0.566638)
Transform3D(0.734558, 0.621714, -0.234621, -0.569204, 0.407249, -0.709143, -0.343405, 0.654673, 0.664483, -0.131458, 0.669244, -0.566862)
Transform3D(0.734355, 0.621813, -0.234997, -0.570082, 0.408066, -0.707944, -0.34238, 0.65407, 0.665627, -0.131696, 0.668881, -0.56707)
Transform3D(0.733971, 0.622488, -0.234405, -0.570615, 0.408911, -0.707009, -0.342316, 0.6529, 0.666829, -0.131925, 0.66847, -0.567251)
Transform3D(0.733584, 0.623146, -0.233863, -0.571136, 0.409668, -0.706132, -0.342276, 0.651796, 0.667947, -0.13199, 0.668175, -0.567486)
Transform3D(0.733153, 0.623867, -0.23329, -0.571731, 0.410499, -0.705149, -0.342209, 0.650582, 0.669185, -0.132084, 0.667816, -0.567528)
Transform3D(0.733013, 0.62427, -0.232643, -0.571977, 0.411383, -0.704419, -0.342094, 0.649637, 0.670179, -0.13209, 0.667663, -0.567538)
Transform3D(0.733245, 0.624343, -0.231709, -0.571566, 0.412134, -0.704309, -0.342286, 0.649091, 0.670617, -0.132076, 0.667502, -0.567535)
Transform3D(0.733452, 0.624428, -0.230816, -0.57118, 0.412836, -0.704208, -0.342488, 0.648562, 0.671031, -0.13208, 0.667484, -0.567549)
